"year","reef_code","transect_code","quadrat_distance","fronds_20m2","site_id"
2009,"BK","BK 114-25",25,111,"BK_14"
2009,"BK","BK 114-25",35,107,"BK_14"
2009,"BK","BK 114-25",45,64,"BK_14"
2009,"BK","BK 115-0",5,32,"BK_15"
2009,"BK","BK 115-0",15,0,"BK_15"
2009,"BK","BK 115-0",25,0,"BK_15"
2009,"BK","BK 115-0",35,146,"BK_15"
2009,"BK","BK 115-0",45,51,"BK_15"
2009,"BK","BK 115-25",5,221,"BK_15"
2009,"BK","BK 115-25",15,59,"BK_15"
2009,"BK","BK 115-25",25,204,"BK_15"
2009,"BK","BK 115-25",35,134,"BK_15"
2009,"BK","BK 115-25",45,27,"BK_15"
2009,"BK","BK 116-0",5,13,"BK_16"
2009,"BK","BK 116-0",15,70,"BK_16"
2009,"BK","BK 116-0",25,180,"BK_16"
2009,"BK","BK 116-0",35,104,"BK_16"
2009,"BK","BK 116-0",45,227,"BK_16"
2009,"BK","BK 116-25",5,189,"BK_16"
2009,"BK","BK 116-25",15,183,"BK_16"
2009,"BK","BK 116-25",25,160,"BK_16"
2009,"BK","BK 116-25",35,125,"BK_16"
2009,"BK","BK 116-25",45,0,"BK_16"
2009,"BK","BK 117-0",5,113,"BK_17"
2009,"BK","BK 117-0",15,0,"BK_17"
2009,"BK","BK 117-0",25,177,"BK_17"
2009,"BK","BK 117-0",35,44,"BK_17"
2009,"BK","BK 117-0",45,198,"BK_17"
2009,"BK","BK 117-25",5,77,"BK_17"
2009,"BK","BK 117-25",15,101,"BK_17"
2009,"BK","BK 117-25",25,57,"BK_17"
2009,"BK","BK 117-25",35,162,"BK_17"
2009,"BK","BK 117-25",45,166,"BK_17"
2009,"BK","BK 118-0",5,112,"BK_18"
2009,"BK","BK 118-0",15,130,"BK_18"
2009,"BK","BK 118-0",25,46,"BK_18"
2009,"BK","BK 118-0",35,0,"BK_18"
2009,"BK","BK 118-0",45,22,"BK_18"
2009,"BK","BK 118-25",5,158,"BK_18"
2009,"BK","BK 118-25",15,167,"BK_18"
2009,"BK","BK 118-25",25,104,"BK_18"
2009,"BK","BK 118-25",35,262,"BK_18"
2009,"BK","BK 118-25",45,158,"BK_18"
2009,"BK","BK 119-0",5,371,"BK_19"
2009,"BK","BK 119-0",15,0,"BK_19"
2009,"BK","BK 119-0",25,133,"BK_19"
2009,"BK","BK 119-0",35,177,"BK_19"
2009,"BK","BK 119-0",45,14,"BK_19"
2009,"BK","BK 119-25",5,115,"BK_19"
2009,"BK","BK 119-25",15,118,"BK_19"
2009,"BK","BK 119-25",25,61,"BK_19"
2009,"BK","BK 119-25",35,59,"BK_19"
2009,"BK","BK 119-25",45,0,"BK_19"
2009,"BK","BK 121-0",5,101,"BK_20"
2009,"BK","BK 121-0",15,61,"BK_20"
2009,"BK","BK 121-0",25,48,"BK_20"
2009,"BK","BK 121-0",35,57,"BK_20"
2009,"BK","BK 121-0",45,114,"BK_20"
2009,"BK","BK 121-25",5,36,"BK_20"
2009,"BK","BK 121-25",15,154,"BK_20"
2009,"BK","BK 121-25",25,176,"BK_20"
2009,"BK","BK 121-25",35,82,"BK_20"
2009,"BK","BK 121-25",45,188,"BK_20"
2009,"BK","BK 122-0",5,236,"BK_21"
2009,"BK","BK 122-0",15,66,"BK_21"
2009,"BK","BK 122-0",25,191,"BK_21"
2009,"BK","BK 122-0",35,194,"BK_21"
2009,"BK","BK 122-0",45,106,"BK_21"
2009,"BK","BK 122-25",5,0,"BK_21"
2009,"BK","BK 122-25",15,0,"BK_21"
2009,"BK","BK 122-25",25,50,"BK_21"
2009,"BK","BK 122-25",35,124,"BK_21"
2009,"BK","BK 122-25",45,0,"BK_21"
2009,"BK","BK 123-0",5,28,"BK_22"
2009,"BK","BK 123-0",15,25,"BK_22"
2009,"BK","BK 123-0",25,63,"BK_22"
2009,"BK","BK 123-0",35,38,"BK_22"
2009,"BK","BK 123-0",45,70,"BK_22"
2009,"BK","BK 123-25",5,112,"BK_22"
2009,"BK","BK 123-25",15,0,"BK_22"
2009,"BK","BK 123-25",25,48,"BK_22"
2009,"BK","BK 123-25",35,76,"BK_22"
2009,"BK","BK 123-25",45,44,"BK_22"
2009,"BK","BK 124-0",5,132,"BK_23"
2009,"BK","BK 124-0",15,128,"BK_23"
2009,"BK","BK 124-0",25,181,"BK_23"
2009,"BK","BK 124-0",35,86,"BK_23"
2009,"BK","BK 124-0",45,127,"BK_23"
2009,"BK","BK 124-25",5,162,"BK_23"
2009,"BK","BK 124-25",15,84,"BK_23"
2009,"BK","BK 124-25",25,84,"BK_23"
2009,"BK","BK 124-25",35,124,"BK_23"
2009,"BK","BK 124-25",45,0,"BK_23"
2009,"BK","BK 125-0",5,193,"BK_24"
2009,"BK","BK 125-0",15,41,"BK_24"
2009,"BK","BK 125-0",25,86,"BK_24"
2009,"BK","BK 125-0",35,103,"BK_24"
2009,"BK","BK 125-0",45,39,"BK_24"
2009,"BK","BK 125-25",5,191,"BK_24"
2009,"BK","BK 125-25",15,46,"BK_24"
2009,"BK","BK 125-25",25,188,"BK_24"
2009,"BK","BK 125-25",35,10,"BK_24"
2009,"BK","BK 125-25",45,89,"BK_24"
2009,"BK","BK 126-0",5,102,"BK_25"
2009,"BK","BK 126-0",15,0,"BK_25"
2009,"BK","BK 126-0",25,107,"BK_25"
2009,"BK","BK 126-0",35,126,"BK_25"
2009,"BK","BK 126-0",45,163,"BK_25"
2009,"BK","BK 126-25",5,190,"BK_25"
2009,"BK","BK 126-25",15,102,"BK_25"
2009,"BK","BK 126-25",25,148,"BK_25"
2009,"BK","BK 126-25",35,195,"BK_25"
2009,"BK","BK 126-25",45,161,"BK_25"
2009,"BK","BK 127-0",5,89,"BK_26"
2009,"BK","BK 127-0",15,0,"BK_26"
2009,"BK","BK 127-0",25,41,"BK_26"
2009,"BK","BK 127-0",35,60,"BK_26"
2009,"BK","BK 127-0",45,102,"BK_26"
2009,"BK","BK 127-25",5,211,"BK_26"
2009,"BK","BK 127-25",15,36,"BK_26"
2009,"BK","BK 127-25",25,28,"BK_26"
2009,"BK","BK 127-25",35,67,"BK_26"
2009,"BK","BK 127-25",45,63,"BK_26"
2009,"BK","BK 128-0",5,66,"BK_27"
2009,"BK","BK 128-0",15,184,"BK_27"
2009,"BK","BK 128-0",25,122,"BK_27"
2009,"BK","BK 128-0",35,75,"BK_27"
2009,"BK","BK 128-0",45,127,"BK_27"
2009,"BK","BK 128-25",5,101,"BK_27"
2009,"BK","BK 128-25",15,260,"BK_27"
2009,"BK","BK 128-25",25,90,"BK_27"
2009,"BK","BK 128-25",35,76,"BK_27"
2009,"BK","BK 128-25",45,0,"BK_27"
2009,"BK","BK 129-0",5,0,"BK_28"
2009,"BK","BK 129-0",15,0,"BK_28"
2009,"BK","BK 129-0",25,0,"BK_28"
2009,"BK","BK 129-0",35,135,"BK_28"
2009,"BK","BK 129-0",45,211,"BK_28"
2009,"BK","BK 129-25",5,142,"BK_28"
2009,"BK","BK 129-25",15,51,"BK_28"
2009,"BK","BK 129-25",25,80,"BK_28"
2009,"BK","BK 129-25",35,103,"BK_28"
2009,"BK","BK 129-25",45,0,"BK_28"
2009,"BK","BK 130-0",5,178,"BK_29"
2009,"BK","BK 130-0",15,43,"BK_29"
2009,"BK","BK 130-0",25,79,"BK_29"
2009,"BK","BK 130-0",35,55,"BK_29"
2009,"BK","BK 130-0",45,122,"BK_29"
2009,"BK","BK 130-25",5,156,"BK_29"
2009,"BK","BK 130-25",15,73,"BK_29"
2009,"BK","BK 130-25",25,247,"BK_29"
2009,"BK","BK 130-25",35,29,"BK_29"
2009,"BK","BK 130-25",45,66,"BK_29"
2009,"BK","BK 132-0",5,72,"BK_30"
2009,"BK","BK 132-0",15,63,"BK_30"
2009,"BK","BK 132-0",25,52,"BK_30"
2009,"BK","BK 132-0",35,75,"BK_30"
2009,"BK","BK 132-0",45,144,"BK_30"
2009,"BK","BK 132-25",5,80,"BK_30"
2009,"BK","BK 132-25",15,0,"BK_30"
2009,"BK","BK 132-25",25,163,"BK_30"
2009,"BK","BK 132-25",35,99,"BK_30"
2009,"BK","BK 132-25",45,6,"BK_30"
2009,"BK","BK 133-0",5,76,"BK_31"
2009,"BK","BK 133-0",15,118,"BK_31"
2009,"BK","BK 133-0",25,32,"BK_31"
2009,"BK","BK 133-0",35,138,"BK_31"
2009,"BK","BK 133-0",45,0,"BK_31"
2009,"BK","BK 133-25",5,52,"BK_31"
2009,"BK","BK 133-25",15,61,"BK_31"
2009,"BK","BK 133-25",25,45,"BK_31"
2009,"BK","BK 133-25",35,105,"BK_31"
2009,"BK","BK 133-25",45,85,"BK_31"
2009,"BK","BK 134-0",5,20,"BK_32"
2009,"BK","BK 134-0",15,71,"BK_32"
2009,"BK","BK 134-0",25,47,"BK_32"
2009,"BK","BK 134-0",35,47,"BK_32"
2009,"BK","BK 134-0",45,57,"BK_32"
2009,"BK","BK 134-25",5,130,"BK_32"
2009,"BK","BK 134-25",15,61,"BK_32"
2009,"BK","BK 134-25",25,64,"BK_32"
2009,"BK","BK 134-25",35,48,"BK_32"
2009,"BK","BK 134-25",45,0,"BK_32"
2009,"BK","BK 135-0",5,29,"BK_33"
2009,"BK","BK 135-0",15,130,"BK_33"
2009,"BK","BK 135-0",25,108,"BK_33"
2009,"BK","BK 135-0",35,99,"BK_33"
2009,"BK","BK 135-0",45,47,"BK_33"
2009,"BK","BK 135-25",5,111,"BK_33"
2009,"BK","BK 135-25",15,144,"BK_33"
2009,"BK","BK 135-25",25,197,"BK_33"
2009,"BK","BK 135-25",35,117,"BK_33"
2009,"BK","BK 135-25",45,102,"BK_33"
2009,"BK","BK 136-0",5,37,"BK_34"
2009,"BK","BK 136-0",15,71,"BK_34"
2009,"BK","BK 136-0",25,0,"BK_34"
2009,"BK","BK 136-0",35,60,"BK_34"
2009,"BK","BK 136-0",45,60,"BK_34"
2009,"BK","BK 136-25",5,24,"BK_34"
2009,"BK","BK 136-25",15,97,"BK_34"
2009,"BK","BK 136-25",25,129,"BK_34"
2009,"BK","BK 136-25",35,12,"BK_34"
2009,"BK","BK 136-25",45,135,"BK_34"
2009,"BK","BK 137-0",5,126,"BK_35"
2009,"BK","BK 137-0",15,19,"BK_35"
2009,"BK","BK 137-0",25,112,"BK_35"
2009,"BK","BK 137-0",35,285,"BK_35"
2009,"BK","BK 137-0",45,81,"BK_35"
2009,"BK","BK 137-25",5,27,"BK_35"
2009,"BK","BK 137-25",15,62,"BK_35"
2009,"BK","BK 137-25",25,92,"BK_35"
2009,"BK","BK 137-25",35,77,"BK_35"
2009,"BK","BK 137-25",45,30,"BK_35"
2009,"BK","BK 138-0",5,110,"BK_36"
2009,"BK","BK 138-0",15,73,"BK_36"
2009,"BK","BK 138-0",25,104,"BK_36"
2009,"BK","BK 138-0",35,41,"BK_36"
2009,"BK","BK 138-0",45,94,"BK_36"
2009,"BK","BK 138-25",5,67,"BK_36"
2009,"BK","BK 138-25",15,76,"BK_36"
2009,"BK","BK 138-25",25,42,"BK_36"
2009,"BK","BK 138-25",35,61,"BK_36"
2009,"BK","BK 138-25",45,26,"BK_36"
2009,"BK","BK 140-0",5,94,"BK_37"
2009,"BK","BK 140-0",15,108,"BK_37"
2009,"BK","BK 140-0",25,60,"BK_37"
2009,"BK","BK 140-0",35,166,"BK_37"
2009,"BK","BK 140-0",45,105,"BK_37"
2009,"BK","BK 140-25",5,132,"BK_37"
2009,"BK","BK 140-25",15,44,"BK_37"
2009,"BK","BK 140-25",25,191,"BK_37"
2009,"BK","BK 140-25",35,254,"BK_37"
2009,"BK","BK 140-25",45,109,"BK_37"
2009,"BK","BK 141-0",5,109,"BK_38"
2009,"BK","BK 141-0",15,27,"BK_38"
2009,"BK","BK 141-0",25,99,"BK_38"
2009,"BK","BK 141-0",35,127,"BK_38"
2009,"BK","BK 141-0",45,69,"BK_38"
2009,"BK","BK 141-25",5,101,"BK_38"
2009,"BK","BK 141-25",15,79,"BK_38"
2009,"BK","BK 141-25",25,164,"BK_38"
2009,"BK","BK 141-25",35,22,"BK_38"
2009,"BK","BK 141-25",45,82,"BK_38"
2009,"SMK","SMK 101-0",5,0,"SMK_1"
2009,"SMK","SMK 101-0",15,0,"SMK_1"
2009,"SMK","SMK 101-0",25,0,"SMK_1"
2009,"SMK","SMK 101-0",35,0,"SMK_1"
2009,"SMK","SMK 101-0",45,0,"SMK_1"
2009,"SMK","SMK 101-25",5,0,"SMK_1"
2009,"SMK","SMK 101-25",15,0,"SMK_1"
2009,"SMK","SMK 101-25",25,0,"SMK_1"
2009,"SMK","SMK 101-25",35,0,"SMK_1"
2009,"SMK","SMK 101-25",45,0,"SMK_1"
2009,"SMK","SMK 102-0",5,68,"SMK_2"
2009,"SMK","SMK 102-0",15,81,"SMK_2"
2009,"SMK","SMK 102-0",25,139,"SMK_2"
2009,"SMK","SMK 102-0",35,131,"SMK_2"
2009,"SMK","SMK 102-0",45,129,"SMK_2"
2009,"SMK","SMK 102-25",5,62,"SMK_2"
2009,"SMK","SMK 102-25",15,156,"SMK_2"
2009,"SMK","SMK 102-25",25,66,"SMK_2"
2009,"SMK","SMK 102-25",35,135,"SMK_2"
2009,"SMK","SMK 102-25",45,164,"SMK_2"
2009,"SMK","SMK 103-0",5,76,"SMK_3"
2009,"SMK","SMK 103-0",15,74,"SMK_3"
2009,"SMK","SMK 103-0",25,12,"SMK_3"
2009,"SMK","SMK 103-0",35,43,"SMK_3"
2009,"SMK","SMK 103-0",45,0,"SMK_3"
2009,"SMK","SMK 103-25",5,98,"SMK_3"
2009,"SMK","SMK 103-25",15,246,"SMK_3"
2009,"SMK","SMK 103-25",25,233,"SMK_3"
2009,"SMK","SMK 103-25",35,0,"SMK_3"
2009,"SMK","SMK 103-25",45,158,"SMK_3"
2009,"SMK","SMK 104-0",5,0,"SMK_4"
2009,"SMK","SMK 104-0",15,0,"SMK_4"
2009,"SMK","SMK 104-0",25,0,"SMK_4"
2009,"SMK","SMK 104-0",35,0,"SMK_4"
2009,"SMK","SMK 104-0",45,0,"SMK_4"
2009,"SMK","SMK 104-25",5,0,"SMK_4"
2009,"SMK","SMK 104-25",15,0,"SMK_4"
2009,"SMK","SMK 104-25",25,0,"SMK_4"
2009,"SMK","SMK 104-25",35,0,"SMK_4"
2009,"SMK","SMK 104-25",45,0,"SMK_4"
2009,"SMK","SMK 105-0",5,0,"SMK_5"
2009,"SMK","SMK 105-0",15,116,"SMK_5"
2009,"SMK","SMK 105-0",25,0,"SMK_5"
2009,"SMK","SMK 105-0",35,0,"SMK_5"
2009,"SMK","SMK 105-0",45,0,"SMK_5"
2009,"SMK","SMK 105-25",5,0,"SMK_5"
2009,"SMK","SMK 105-25",15,0,"SMK_5"
2009,"SMK","SMK 105-25",25,0,"SMK_5"
2009,"SMK","SMK 105-25",35,0,"SMK_5"
2009,"SMK","SMK 105-25",45,0,"SMK_5"
2009,"SMK","SMK 106-0",5,127,"SMK_6"
2009,"SMK","SMK 106-0",15,76,"SMK_6"
2009,"SMK","SMK 106-0",25,31,"SMK_6"
2009,"SMK","SMK 106-0",35,125,"SMK_6"
2009,"SMK","SMK 106-0",45,94,"SMK_6"
2009,"SMK","SMK 106-25",5,115,"SMK_6"
2009,"SMK","SMK 106-25",15,23,"SMK_6"
2009,"SMK","SMK 106-25",25,77,"SMK_6"
2009,"SMK","SMK 106-25",35,74,"SMK_6"
2009,"SMK","SMK 106-25",45,78,"SMK_6"
2009,"SMK","SMK 107-0",5,7,"SMK_7"
2009,"SMK","SMK 107-0",15,0,"SMK_7"
2009,"SMK","SMK 107-0",25,0,"SMK_7"
2009,"SMK","SMK 107-0",35,13,"SMK_7"
2009,"SMK","SMK 107-0",45,97,"SMK_7"
2009,"SMK","SMK 107-25",5,201,"SMK_7"
2009,"SMK","SMK 107-25",15,72,"SMK_7"
2009,"SMK","SMK 107-25",25,90,"SMK_7"
2009,"SMK","SMK 107-25",35,206,"SMK_7"
2009,"SMK","SMK 107-25",45,226,"SMK_7"
2009,"SMK","SMK 108-0",5,80,"SMK_8"
2009,"SMK","SMK 108-0",15,89,"SMK_8"
2009,"SMK","SMK 108-0",25,0,"SMK_8"
2009,"SMK","SMK 108-0",35,0,"SMK_8"
2009,"SMK","SMK 108-0",45,0,"SMK_8"
2009,"SMK","SMK 108-25",5,108,"SMK_8"
2009,"SMK","SMK 108-25",15,0,"SMK_8"
2009,"SMK","SMK 108-25",25,0,"SMK_8"
2009,"SMK","SMK 108-25",35,0,"SMK_8"
2009,"SMK","SMK 108-25",45,0,"SMK_8"
2009,"SMK","SMK 109-0",5,0,"SMK_9"
2009,"SMK","SMK 109-0",15,0,"SMK_9"
2009,"SMK","SMK 109-0",25,0,"SMK_9"
2009,"SMK","SMK 109-0",35,0,"SMK_9"
2009,"SMK","SMK 109-0",45,0,"SMK_9"
2009,"SMK","SMK 109-25",5,0,"SMK_9"
2009,"SMK","SMK 109-25",15,0,"SMK_9"
2009,"SMK","SMK 109-25",25,0,"SMK_9"
2009,"SMK","SMK 109-25",35,0,"SMK_9"
2009,"SMK","SMK 109-25",45,0,"SMK_9"
2009,"SMK","SMK 110-0",5,0,"SMK_10"
2009,"SMK","SMK 110-0",15,0,"SMK_10"
2009,"SMK","SMK 110-0",25,0,"SMK_10"
2009,"SMK","SMK 110-0",35,0,"SMK_10"
2009,"SMK","SMK 110-0",45,0,"SMK_10"
2009,"SMK","SMK 110-25",5,23,"SMK_10"
2009,"SMK","SMK 110-25",15,14,"SMK_10"
2009,"SMK","SMK 110-25",25,22,"SMK_10"
2009,"SMK","SMK 110-25",35,0,"SMK_10"
2009,"SMK","SMK 110-25",45,0,"SMK_10"
2009,"SMK","SMK 111-0",5,247,"SMK_11"
2009,"SMK","SMK 111-0",15,61,"SMK_11"
2009,"SMK","SMK 111-0",25,99,"SMK_11"
2009,"SMK","SMK 111-0",35,87,"SMK_11"
2009,"SMK","SMK 111-0",45,15,"SMK_11"
2009,"SMK","SMK 111-25",5,175,"SMK_11"
2009,"SMK","SMK 111-25",15,0,"SMK_11"
2009,"SMK","SMK 111-25",25,99,"SMK_11"
2009,"SMK","SMK 111-25",35,43,"SMK_11"
2009,"SMK","SMK 111-25",45,1,"SMK_11"
2009,"SMK","SMK 112-0",5,0,"SMK_12"
2009,"SMK","SMK 112-0",15,114,"SMK_12"
2009,"SMK","SMK 112-0",25,163,"SMK_12"
2009,"SMK","SMK 112-0",35,0,"SMK_12"
2009,"SMK","SMK 112-0",45,0,"SMK_12"
2009,"SMK","SMK 112-25",5,0,"SMK_12"
2009,"SMK","SMK 112-25",15,0,"SMK_12"
2009,"SMK","SMK 112-25",25,0,"SMK_12"
2009,"SMK","SMK 112-25",35,0,"SMK_12"
2009,"SMK","SMK 112-25",45,0,"SMK_12"
2009,"SMK","SMK 113-0",5,29,"SMK_13"
2009,"SMK","SMK 113-0",15,111,"SMK_13"
2009,"SMK","SMK 113-0",25,105,"SMK_13"
2009,"SMK","SMK 113-0",35,108,"SMK_13"
2009,"SMK","SMK 113-0",45,28,"SMK_13"
2009,"SMK","SMK 113-25",5,22,"SMK_13"
2009,"SMK","SMK 113-25",15,61,"SMK_13"
2009,"SMK","SMK 113-25",25,105,"SMK_13"
2009,"SMK","SMK 113-25",35,0,"SMK_13"
2009,"SMK","SMK 113-25",45,1,"SMK_13"
2009,"SMK","SMK 114-0",5,31,"SMK_14"
2009,"SMK","SMK 114-0",15,137,"SMK_14"
2009,"SMK","SMK 114-0",25,30,"SMK_14"
2009,"SMK","SMK 114-0",35,81,"SMK_14"
2009,"SMK","SMK 114-0",45,88,"SMK_14"
2009,"SMK","SMK 114-25",5,96,"SMK_14"
2009,"SMK","SMK 114-25",15,107,"SMK_14"
2009,"SMK","SMK 114-25",25,66,"SMK_14"
2009,"SMK","SMK 114-25",35,89,"SMK_14"
2009,"SMK","SMK 114-25",45,154,"SMK_14"
2009,"SMK","SMK 115-0",5,0,"SMK_15"
2009,"SMK","SMK 115-0",15,0,"SMK_15"
2009,"SMK","SMK 115-0",25,0,"SMK_15"
2009,"SMK","SMK 115-0",35,0,"SMK_15"
2009,"SMK","SMK 115-0",45,0,"SMK_15"
2009,"SMK","SMK 115-25",5,0,"SMK_15"
2009,"SMK","SMK 115-25",15,0,"SMK_15"
2009,"SMK","SMK 115-25",25,0,"SMK_15"
2009,"SMK","SMK 115-25",35,0,"SMK_15"
2009,"SMK","SMK 115-25",45,0,"SMK_15"
2009,"SMK","SMK 116-0",5,0,"SMK_16"
2009,"SMK","SMK 116-0",15,0,"SMK_16"
2009,"SMK","SMK 116-0",25,0,"SMK_16"
2009,"SMK","SMK 116-0",35,0,"SMK_16"
2009,"SMK","SMK 116-0",45,0,"SMK_16"
2009,"SMK","SMK 116-25",5,0,"SMK_16"
2009,"SMK","SMK 116-25",15,0,"SMK_16"
2009,"SMK","SMK 116-25",25,0,"SMK_16"
